RA,Ano_Ref,Fase,Idade,Gênero,IAA,IEG,IPS,IDA,IPV,IAN,Mat,Por,Ing,IPP,Risco_Defasagem
RA-629,2024,2U,11.0,Feminino,10.002,9.523809524,7.51,6.0,7.276666667,10.0,6.0,6.0,,7.5,0
RA-832,2024,2U,11.0,Masculino,9.002,8.695652174,7.51,8.0,7.5,10.0,7.0,9.0,,7.5,0
RA-1515,2024,2U,12.0,Feminino,6.418,6.6666666665,6.255,3.5,6.72,5.0,6.0,1.0,,6.875,1
RA-833,2024,2U,11.0,Masculino,9.002,9.3271221535,7.51,8.0,7.946666667,10.0,9.0,7.0,,8.125,0
RA-819,2024,2U,10.0,Masculino,10.002,7.784679089,7.51,9.0,8.503333333,10.0,8.0,10.0,,8.4375,0
RA-1073,2024,3A,13.0,Feminino,9.168,6.370972886666667,7.5,6.5,5.7875,10.0,6.5,5.0,8.0,6.875,0
RA-494,2024,3A,13.0,Feminino,7.5,7.329323308333333,8.755,6.333333333333333,8.915,10.0,6.0,5.5,7.5,7.8125,0
RA-484,2024,3A,13.0,Masculino,8.334,3.9141382866666667,2.51,0.0,3.1225,10.0,0.0,0.0,0.0,3.4375,0
RA-496,2024,3A,13.0,Masculino,10.002,5.315995871999999,6.255,5.666666666666667,6.1625,10.0,5.0,4.5,7.5,6.71875,0
RA-1516,2024,3A,13.0,Feminino,9.585,5.404288499000001,9.38,4.666666666666667,7.5475,10.0,0.0,5.0,9.0,7.96875,0
RA-1143,2024,3A,16.0,Feminino,9.585,5.201336675,9.38,3.1666666666666665,6.79,2.5,3.0,6.5,0.0,7.03125,1
RA-1517,2024,3A,15.0,Masculino,9.168,4.305555555666667,9.38,4.666666666666667,6.7075,5.0,5.0,4.5,4.5,7.5,1
RA-1518,2024,3A,15.0,Feminino,7.084,5.714285714333333,9.38,1.75,6.5825,5.0,0.0,3.5,,7.65625,1
RA-227,2024,3A,13.0,Masculino,9.585,8.097577276666668,9.38,6.5,7.54,10.0,4.0,6.0,9.5,7.5,0
RA-487,2024,3A,12.0,Feminino,9.168,9.441269841333334,9.38,9.666666666666666,9.1725,10.0,10.0,9.0,10.0,9.0625,0
RA-1076,2024,3A,13.0,Feminino,8.334,7.777033492666668,8.125,6.333333333333333,6.5425,10.0,5.5,6.5,7.0,7.03125,0
RA-1084,2024,3A,12.0,Feminino,8.751,7.705263158,5.63,3.6666666666666665,7.4575,10.0,1.0,6.0,4.0,7.03125,0
RA-1519,2024,3A,15.0,Masculino,9.585,5.560902255666666,8.755,4.833333333333333,7.5025,10.0,0.0,6.5,8.0,7.96875,0
RA-490,2024,3A,12.0,Feminino,9.168,5.5110047846666665,8.755,6.166666666666667,7.295,10.0,5.5,6.0,7.0,7.8125,0
RA-346,2024,3A,12.0,Masculino,10.002,9.149206349333333,2.51,6.166666666666667,8.2525,10.0,6.0,4.5,8.0,7.96875,0
RA-546,2024,3B,13.0,Feminino,5.832,3.7838383836666662,8.135,4.666666666666667,5.5,10.0,0.0,4.0,10.0,5.15625,0
RA-1087,2024,3B,13.0,Feminino,7.917,8.393265993333333,8.755,2.6666666666666665,6.58,10.0,2.0,5.0,1.0,7.1875,0
RA-493,2024,3B,11.0,Feminino,10.002,8.933333333333334,10.0,3.1666666666666665,6.705,10.0,3.0,4.0,2.5,7.03125,0
RA-1520,2024,3B,14.0,Feminino,8.334,9.060606060666666,8.75,3.75,7.3325,5.0,4.0,3.5,,7.65625,1
RA-1072,2024,3B,12.0,Masculino,8.751,5.627886710333333,8.755,8.166666666666666,7.545,10.0,8.0,7.0,9.5,7.96875,0
RA-1521,2024,3B,14.0,Feminino,7.5,6.157902555,2.51,3.1666666666666665,5.4525,5.0,2.0,5.5,2.0,6.09375,1
RA-536,2024,3B,11.0,Feminino,8.334,9.109090909,8.135,5.5,7.415,10.0,6.5,4.5,5.5,7.1875,0
RA-1079,2024,3B,13.0,Masculino,7.5,4.516498316333333,2.51,6.333333333333333,4.1625,10.0,5.0,7.5,6.5,4.21875,0
RA-331,2024,3B,14.0,Feminino,8.751,7.735353535333334,8.755,3.5,5.62,5.0,4.0,3.5,3.0,6.09375,1
RA-1522,2024,3B,13.0,Masculino,8.751,10.0,9.38,7.0,7.1275,10.0,10.0,4.0,,6.875,0
RA-1096,2024,3B,11.0,Feminino,9.168,9.866666666666667,8.755,8.5,9.09,10.0,8.5,7.0,10.0,9.0625,0
RA-513,2024,3B,11.0,Masculino,10.002,8.831746031666666,8.135,7.666666666666667,8.545,10.0,9.0,5.5,8.5,9.0625,0
RA-531,2024,3B,12.0,Masculino,9.168,9.803921568666667,4.38,6.666666666666667,7.335,10.0,6.5,4.5,9.0,7.96875,0
RA-1523,2024,3B,11.0,Masculino,6.666,9.283272283333334,8.755,8.166666666666666,8.755,10.0,8.0,6.5,10.0,8.90625,0
RA-1524,2024,3B,14.0,Feminino,7.917,2.777777777666667,7.51,4.0,6.9175,5.0,4.0,,,7.65625,1
RA-1147,2024,3B,15.0,Feminino,8.751,6.125925926,8.755,3.1666666666666665,5.495,5.0,2.0,5.0,2.5,6.25,1
RA-479,2024,3C,12.0,Masculino,9.168,9.866666666666667,2.51,9.666666666666666,9.45,10.0,10.0,9.0,10.0,9.375,0
RA-517,2024,3C,14.0,Feminino,7.5,5.266499582333334,2.51,5.0,6.11,10.0,4.5,4.0,6.5,6.041666667,0
RA-325,2024,3C,12.0,Masculino,9.168,9.866666666666667,7.51,7.0,7.553333333,10.0,7.0,5.5,8.5,8.333333333,0
RA-1525,2024,3C,13.0,Masculino,7.917,8.293650793666666,5.63,7.0,7.553333333,10.0,6.5,5.5,9.0,8.541666667,0
RA-518,2024,3C,12.0,Masculino,8.334,6.8300751879999995,2.51,4.0,6.94,10.0,7.5,3.5,1.0,7.083333333,0
RA-1146,2024,3C,15.0,Feminino,10.002,5.017209691,6.88,2.0,5.883333333,5.0,2.0,0.0,4.0,6.25,1
RA-530,2024,3C,12.0,Masculino,8.751,6.468838763666667,9.38,4.5,7.496666667,10.0,4.0,6.0,3.5,7.083333333,0
RA-524,2024,3C,13.0,Masculino,7.083,5.111779448666667,2.51,8.666666666666666,7.39,10.0,8.5,7.5,10.0,8.333333333,0
RA-578,2024,3C,12.0,Masculino,10.002,10.0,2.51,9.833333333333334,9.45,10.0,10.0,9.5,10.0,9.583333333,0
RA-526,2024,3C,14.0,Masculino,9.585,9.382456140333334,8.13,7.333333333333333,7.496666667,5.0,8.5,3.5,10.0,7.291666667,1
RA-528,2024,3C,13.0,Masculino,9.168,5.793483709333334,7.51,6.666666666666667,6.936666667,10.0,8.5,4.5,7.0,7.291666667,0
RA-516,2024,3C,11.0,Masculino,10.002,10.0,2.51,8.833333333333334,7.56,10.0,8.0,8.5,10.0,8.541666667,0
RA-534,2024,3C,14.0,Masculino,9.585,6.043441938333333,7.51,5.0,7.103333333,10.0,4.0,4.0,7.0,7.5,0
RA-1097,2024,3C,15.0,Masculino,10.002,4.849791144666667,6.25,3.0,5.88,5.0,4.5,4.5,0.0,6.041666667,1
RA-360,2024,3C,14.0,Feminino,8.334,5.618045113,5.0,5.833333333333333,6.993333333,5.0,4.0,6.0,7.5,7.708333333,1
RA-1526,2024,3D,13.0,Feminino,9.168,10.0,8.75,3.75,8.1275,10.0,2.0,5.5,,8.125,0
RA-1077,2024,3D,12.0,Masculino,0.0,7.703703703666666,6.885,2.0,6.37,10.0,0.0,6.0,0.0,6.40625,0
RA-508,2024,3D,12.0,Masculino,7.083,5.567251461999999,7.51,4.666666666666667,7.5,10.0,0.0,7.0,7.0,7.65625,0
RA-363,2024,3D,14.0,Masculino,9.585,9.523809524,5.625,5.333333333333333,6.955,10.0,4.0,3.5,8.5,7.34375,0
RA-340,2024,3D,13.0,Masculino,7.917,6.585769980666666,7.51,5.166666666666667,5.83,10.0,6.0,7.0,2.5,6.5625,0
RA-1527,2024,3D,13.0,Masculino,9.168,10.0,7.51,8.0,7.835,10.0,9.0,7.0,,7.96875,0
RA-509,2024,3D,13.0,Feminino,9.168,6.363636363666667,2.51,6.0,7.2475,10.0,6.0,4.5,7.5,8.28125,0
RA-500,2024,3D,12.0,Feminino,9.585,10.0,2.51,6.666666666666667,8.3775,10.0,6.0,6.0,8.0,8.59375,0
RA-1528,2024,3D,13.0,Masculino,9.168,7.787878788,7.51,5.666666666666667,7.335,10.0,3.0,6.0,8.0,7.96875,0
RA-1089,2024,3D,12.0,Feminino,9.168,7.039682539666667,8.13,6.833333333333333,6.995,10.0,6.0,6.0,8.5,7.1875,0
RA-1090,2024,3D,14.0,Masculino,9.585,7.621832358666666,7.51,6.333333333333333,7.4175,10.0,3.5,7.5,8.0,7.8125,0
RA-503,2024,3D,12.0,Masculino,9.585,9.824561403666666,7.51,7.666666666666667,7.7925,10.0,6.0,8.0,9.0,7.8125,0
RA-1093,2024,3D,12.0,Masculino,7.5,7.722222222333333,8.13,8.666666666666666,8.8825,10.0,8.5,8.0,9.5,8.90625,0
RA-1094,2024,3D,12.0,Feminino,9.168,9.523809523666666,2.51,7.333333333333333,8.1675,10.0,6.0,7.5,8.5,8.4375,0
RA-1095,2024,3D,14.0,Masculino,7.5,7.84502924,7.51,2.3333333333333335,5.125,10.0,3.0,2.0,2.0,5.46875,0
RA-1098,2024,3D,14.0,Feminino,8.751,5.822406257,7.51,3.5,6.7475,10.0,1.0,3.5,6.0,7.34375,0
RA-1106,2024,3F,13.0,Masculino,8.334,5.4312354313333335,7.51,0.0,7.5,10.0,0.0,0.0,0.0,7.65625,0
RA-568,2024,3F,16.0,Masculino,7.917,3.2619047620000003,8.13,5.166666666666667,5.496,5.0,5.0,5.5,5.0,6.5625,1
RA-558,2024,3F,16.0,Masculino,9.168,3.7763975156666674,8.13,3.0,4.268,5.0,2.5,4.0,2.5,6.09375,1
RA-559,2024,3F,13.0,Masculino,10.002,5.705128205,8.13,3.1666666666666665,4.728,10.0,1.0,2.5,6.0,6.25,0
RA-1529,2024,3F,14.0,Feminino,6.666,7.435897436,7.51,5.5,6.964,5.0,6.0,5.5,5.0,8.125,1
RA-1111,2024,3F,12.0,Feminino,6.249,4.600414078666667,7.5,5.0,5.824,10.0,5.0,4.0,6.0,6.5625,0
RA-1108,2024,3F,13.0,Masculino,9.168,3.7546583853333337,8.13,3.6666666666666665,5.422,10.0,3.5,3.5,4.0,7.1875,0
RA-542,2024,3F,13.0,Feminino,8.751,6.481366459666667,8.13,3.9333333333333336,6.232,10.0,1.5,5.0,5.3,7.03125,0
RA-543,2024,3F,12.0,Feminino,8.751,9.616977225666666,2.51,6.833333333333333,8.7,10.0,7.0,6.5,7.0,8.90625,0
RA-1530,2024,3F,13.0,Masculino,0.0,2.5238095237666665,8.13,2.8333333333333335,5.258,10.0,1.5,7.0,0.0,7.03125,0
RA-555,2024,3F,14.0,Masculino,10.002,2.7505175983333334,6.885,4.333333333333333,5.03,5.0,5.0,4.0,4.0,5.0,1
RA-1531,2024,3F,14.0,Masculino,8.751,7.9726867336666665,7.505,5.833333333333333,7.14,5.0,4.5,8.0,5.0,7.34375,1
RA-1099,2024,3G,14.0,Feminino,8.334,8.133333333333333,10.0,3.8333333333333335,6.6225,10.0,2.5,3.5,5.5,7.8125,0
RA-1154,2024,3G,14.0,Masculino,7.917,9.200000000000001,7.51,8.0,6.745,5.0,7.0,7.0,10.0,7.34375,1
RA-1100,2024,3G,12.0,Masculino,7.5,7.1000000000000005,7.51,4.666666666666667,5.6175,10.0,4.0,4.0,6.0,6.71875,0
RA-381,2024,3G,15.0,Masculino,8.334,6.133333333333333,7.51,3.6666666666666665,6.1225,5.0,2.5,4.5,4.0,6.71875,1
RA-364,2024,3G,13.0,Masculino,8.751,9.526143791,7.51,7.5,7.2075,10.0,8.0,5.0,9.5,7.96875,0
RA-539,2024,3G,13.0,Feminino,10.002,9.233333333333333,7.51,5.833333333333333,9.13,10.0,5.0,3.5,9.0,8.75,0
RA-573,2024,3G,13.0,Masculino,9.168,9.5,8.755,5.0,6.8275,10.0,6.0,3.5,5.5,7.8125,0
RA-1107,2024,3G,13.0,Feminino,8.751,6.2,2.51,2.5,6.785,10.0,1.0,3.5,3.0,7.5,0
RA-368,2024,3G,15.0,Masculino,7.917,6.166666666666667,7.51,7.0,6.7025,5.0,4.5,7.0,9.5,7.65625,1
RA-387,2024,3G,15.0,Masculino,7.5,7.166666666666667,7.51,4.333333333333333,5.9975,5.0,5.0,4.0,4.0,6.25,1
RA-556,2024,3G,13.0,Feminino,7.083,6.171428571333333,2.51,3.8333333333333335,6.1625,10.0,1.5,4.5,5.5,6.40625,0
RA-389,2024,3G,13.0,Masculino,9.585,6.674358974333333,8.76,5.166666666666667,6.745,10.0,6.5,4.0,5.0,6.5625,0
RA-390,2024,3G,13.0,Feminino,7.5,6.080701754333333,8.755,4.166666666666667,6.08,10.0,3.0,2.5,7.0,6.5625,0
RA-376,2024,3G,14.0,Feminino,10.002,8.287284610666667,2.51,2.8333333333333335,6.325,5.0,2.0,5.0,1.5,6.5625,1
RA-584,2024,3G,12.0,Feminino,8.751,5.636363636333333,8.755,4.333333333333333,6.37,10.0,2.0,5.0,6.0,7.34375,0
RA-535,2024,3H,12.0,Feminino,9.168,7.161904762,8.135,6.0,7.5,10.0,7.0,5.5,5.5,7.96875,0
RA-547,2024,3H,13.0,Feminino,8.751,7.030620028333334,8.135,6.833333333333333,5.932,10.0,9.0,4.5,7.0,5.625,0
RA-557,2024,3H,12.0,Masculino,10.002,8.756265663999999,7.51,9.666666666666666,9.576,10.0,10.0,9.0,10.0,10.0,0
RA-548,2024,3H,13.0,Masculino,9.168,7.600427350666667,7.51,6.666666666666667,5.626,10.0,9.0,5.0,6.0,5.9375,0
RA-1102,2024,3H,12.0,Masculino,8.751,9.390476190333333,8.13,9.333333333333334,7.07,10.0,10.0,8.0,10.0,5.9375,0
RA-1532,2024,3H,15.0,Masculino,0.0,3.9057239053333332,7.51,2.0,6.832,5.0,0.0,6.0,0.0,7.5,1
RA-538,2024,3H,14.0,Masculino,8.751,7.668803418666666,7.51,6.166666666666667,5.292,5.0,10.0,4.5,4.0,5.625,1
RA-365,2024,3H,11.0,Feminino,9.585,10.0,7.51,6.666666666666667,8.202,10.0,8.0,7.0,5.0,8.4375,0
RA-563,2024,3H,12.0,Feminino,9.168,9.461904762000001,8.135,8.333333333333334,7.468,10.0,10.0,9.0,6.0,8.125,0
RA-1157,2024,3H,15.0,Masculino,9.585,9.082539682666665,7.51,7.0,8.466,5.0,8.0,6.0,7.0,7.96875,1
RA-258,2024,3H,13.0,Feminino,7.084,6.944444444333333,7.51,2.5,6.732,10.0,,5.0,0.0,7.34375,0
RA-369,2024,3H,13.0,Masculino,8.751,4.908119658333334,7.51,1.6666666666666667,5.428,10.0,0.0,0.0,5.0,6.40625,0
RA-375,2024,3H,13.0,Masculino,9.585,9.443589743666667,7.51,6.833333333333333,6.432,10.0,9.0,5.5,6.0,7.1875,0
RA-1533,2024,3I,14.0,Feminino,9.168,9.710144927666667,8.135,9.5,8.3375,10.0,10.0,8.5,10.0,8.5,0
RA-1534,2024,3I,13.0,Feminino,7.917,9.666666666666666,8.135,1.1666666666666667,8.0825,10.0,2.0,1.5,0.0,8.0,0
RA-1160,2024,3I,14.0,Masculino,8.751,8.201288245,7.51,3.1666666666666665,6.2475,5.0,5.5,2.0,2.0,6.25,1
RA-562,2024,3I,13.0,Feminino,8.334,9.833333333333334,8.135,7.833333333333333,7.25,10.0,7.5,7.5,8.5,7.625,0
RA-1112,2024,3I,13.0,Masculino,9.585,9.02791197,8.135,4.0,4.705,10.0,4.0,4.0,4.0,5.375,0
RA-1535,2024,3I,13.0,Feminino,8.751,5.103121516333333,7.51,5.833333333333333,7.9175,10.0,7.5,5.5,4.5,7.125,0
RA-1536,2024,3I,15.0,Feminino,9.168,8.722222222333334,8.135,7.0,7.4575,5.0,10.0,3.5,7.5,7.875,1
RA-357,2024,3I,14.0,Masculino,8.751,9.028180354333333,8.135,7.666666666666667,7.0825,5.0,8.5,7.0,7.5,7.875,1
RA-583,2024,3I,14.0,Feminino,7.917,8.904455179666668,8.135,5.0,6.87,10.0,6.5,4.5,4.0,6.875,0
RA-1537,2024,3I,14.0,Feminino,9.168,8.33064949,8.135,8.666666666666666,8.67,5.0,10.0,6.0,10.0,8.125,1
RA-599,2024,3K,12.0,Masculino,10.002,8.607843137333333,9.375,7.666666666666667,7.28,10.0,8.0,7.0,8.0,7.083333333,0
RA-651,2024,3K,12.0,Feminino,9.168,10.0,7.51,7.5,8.336666667,10.0,10.0,6.0,6.5,8.541666667,0
RA-1131,2024,3K,13.0,Feminino,8.334,9.277777777666666,6.255,8.333333333333334,7.893333333,10.0,8.0,7.0,10.0,7.291666667,0
RA-403,2024,3K,14.0,Masculino,8.751,7.361111111,7.51,7.666666666666667,7.613333333,10.0,6.0,8.0,9.0,8.541666667,0
RA-1538,2024,3K,13.0,Masculino,9.168,7.935185184999999,8.13,7.166666666666667,7.106666667,10.0,7.5,6.0,8.0,7.916666667,0
RA-469,2024,3K,13.0,Feminino,9.168,9.498366013,7.51,5.0,6.94,10.0,6.0,4.0,5.0,7.291666667,0
RA-1121,2024,3K,12.0,Masculino,9.585,10.0,7.51,6.666666666666667,8.28,10.0,9.0,5.0,6.0,7.083333333,0
RA-1122,2024,3K,12.0,Masculino,8.751,9.861111111,7.51,5.333333333333333,7.22,10.0,5.0,4.5,6.5,7.083333333,0
RA-422,2024,3K,14.0,Masculino,7.5,6.157407407333333,7.51,2.8333333333333335,5.5,5.0,3.0,4.5,1.0,6.458333333,1
RA-1117,2024,3K,12.0,Feminino,8.751,8.314814814666667,7.51,5.666666666666667,6.833333333,10.0,5.0,5.0,7.0,8.125,0
RA-1539,2024,3K,13.0,Feminino,6.667,9.027777777666666,6.885,6.833333333333333,7.056666667,10.0,6.0,7.0,7.5,7.708333333,0
RA-618,2024,3K,15.0,Masculino,10.002,8.324074074,6.88,4.166666666666667,6.826666667,5.0,5.0,4.5,3.0,6.666666667,1
RA-669,2024,3K,12.0,Masculino,7.5,4.851851851666666,7.51,5.333333333333333,6.883333333,10.0,5.0,6.0,5.0,7.291666667,0
RA-408,2024,3K,14.0,Feminino,7.5,4.981481481666667,7.51,4.833333333333333,6.776666667,10.0,3.0,5.5,6.0,7.083333333,0
RA-610,2024,3K,11.0,Feminino,9.585,9.694444444333334,3.76,6.333333333333333,8.336666667,10.0,8.0,5.0,6.0,6.875,0
RA-409,2024,3K,13.0,Feminino,9.585,9.231481481333333,7.51,7.166666666666667,7.223333333,10.0,7.0,7.5,7.0,7.916666667,0
RA-464,2024,3L,15.0,Feminino,9.168,7.851461988333334,8.76,4.333333333333333,7.1175,5.0,3.0,3.5,6.5,7.1875,1
RA-1165,2024,3L,13.0,Feminino,8.751,6.829721362333333,8.135,8.0,7.83,10.0,9.0,7.5,7.5,6.875,0
RA-466,2024,3L,15.0,Masculino,8.751,7.223245614,8.76,4.0,7.665,5.0,3.0,6.5,2.5,7.5,1
RA-414,2024,3L,14.0,Feminino,7.917,8.429629629666666,7.51,6.0,5.67,10.0,9.0,3.0,6.0,6.25,0
RA-401,2024,3L,14.0,Feminino,6.666,6.839473684333334,6.885,4.833333333333333,6.915,10.0,7.0,5.0,2.5,6.5625,0
RA-1141,2024,3L,13.0,Feminino,9.585,6.191537667666666,7.51,4.166666666666667,6.7825,10.0,5.0,4.5,3.0,6.5625,0
RA-592,2024,3L,12.0,Feminino,7.917,6.108152734666667,2.51,7.833333333333333,7.625,10.0,7.0,8.0,8.5,7.65625,0
RA-474,2024,3L,15.0,Masculino,9.168,5.818518518666667,7.51,3.0,6.8725,5.0,4.0,3.0,2.0,7.1875,1
RA-602,2024,3L,13.0,Masculino,9.585,9.670588235333334,7.51,7.333333333333333,8.545,10.0,9.0,5.0,8.0,8.28125,0
RA-666,2024,3L,12.0,Masculino,10.002,7.881527348,7.51,7.166666666666667,8.375,10.0,10.0,5.5,6.0,7.5,0
RA-604,2024,3L,12.0,Feminino,8.334,7.5029927763333335,8.13,7.0,6.21,10.0,8.0,5.5,7.5,6.40625,0
RA-476,2024,3L,14.0,Feminino,7.917,6.5964912280000005,7.51,4.5,6.745,10.0,7.0,4.0,2.5,6.25,0
RA-423,2024,3L,14.0,Feminino,5.833,6.501135191,8.13,4.333333333333333,6.8275,10.0,6.0,3.5,3.5,6.875,0
RA-631,2024,3L,14.0,Masculino,8.334,7.2122004356666665,8.75,4.166666666666667,6.245,10.0,7.0,3.5,2.0,5.625,0
RA-658,2024,3M,12.0,Feminino,8.751,10.0,8.135,3.6666666666666665,6.738,10.0,5.5,2.5,3.0,7.375,0
RA-1540,2024,3M,14.0,Feminino,8.334,5.0,7.51,2.6666666666666665,6.83,5.0,2.0,2.0,4.0,7.125,1
RA-1541,2024,3M,13.0,Masculino,9.168,8.633333333333333,6.88,8.166666666666666,7.736,10.0,9.0,7.0,8.5,8.25,0
RA-1114,2024,3M,12.0,Feminino,8.751,9.533333333333333,2.51,5.0,7.836,10.0,5.0,3.0,7.0,8.375,0
RA-662,2024,3M,13.0,Feminino,7.917,7.6107226106666666,7.51,4.166666666666667,7.234,10.0,4.5,5.0,3.0,7.625,0
RA-760,2024,3M,13.0,Masculino,9.168,7.090909091,7.51,5.0,6.158,10.0,2.5,3.5,9.0,6.25,0
RA-1542,2024,3M,16.0,Feminino,7.501,6.304873294333333,8.135,3.1666666666666665,6.966,5.0,1.0,3.5,5.0,7.375,1
RA-404,2024,3M,14.0,Feminino,8.334,6.286274509666666,2.51,5.666666666666667,6.998,10.0,6.0,5.0,6.0,7.5,0
RA-1119,2024,3M,14.0,Feminino,9.585,8.716666666666667,7.51,5.666666666666667,7.698,5.0,6.0,3.5,7.5,7.625,1
RA-1116,2024,3M,15.0,Masculino,0.0,3.3555555556666667,6.26,2.3333333333333335,5.066,5.0,1.0,3.0,3.0,5.125,1
RA-667,2024,3M,13.0,Masculino,9.168,7.038986354666666,7.51,4.666666666666667,6.966,10.0,5.5,4.5,4.0,7.75,0
RA-605,2024,3M,13.0,Feminino,7.5,6.194444444333333,6.885,2.6666666666666665,5.534,10.0,1.5,3.5,3.0,7.0,0
RA-1543,2024,3M,14.0,Masculino,7.5,8.076923077,7.51,5.0,7.066,5.0,6.0,4.0,,7.25,1
RA-1118,2024,3M,14.0,Feminino,7.084,7.846439628666666,9.38,3.8333333333333335,6.866,10.0,3.0,4.5,4.0,6.75,0
RA-1544,2024,3M,14.0,Feminino,8.334,8.674509804,6.885,5.833333333333333,6.598,5.0,5.5,5.5,6.5,6.625,1
RA-1545,2024,3N,12.0,Feminino,7.501,6.210826211,8.13,8.166666666666666,6.165,10.0,8.0,6.5,10.0,6.25,0
RA-1127,2024,3N,12.0,Feminino,9.168,10.0,7.51,5.833333333333333,7.67,10.0,8.5,4.5,4.5,8.125,0
RA-1129,2024,3N,12.0,Masculino,9.168,7.137254902,8.13,6.833333333333333,5.745,10.0,9.0,5.5,6.0,6.875,0
RA-1546,2024,3N,14.0,Masculino,8.334,6.374643874666667,8.75,4.666666666666667,6.17,10.0,5.0,3.0,6.0,7.5,0
RA-1130,2024,3N,12.0,Masculino,8.751,6.278431372666667,8.13,4.333333333333333,5.33,10.0,7.5,3.5,2.0,6.875,0
RA-1168,2024,3N,14.0,Feminino,9.585,7.682352941333334,7.51,5.666666666666667,6.33,5.0,8.5,3.5,5.0,7.1875,1
RA-613,2024,3N,15.0,Masculino,8.334,9.566666666666666,7.51,7.333333333333333,6.25,5.0,8.0,6.0,8.0,6.875,1
RA-433,2024,3N,14.0,Masculino,7.918,8.380952381,8.13,4.833333333333333,6.415,10.0,6.5,4.0,4.0,6.875,0
RA-1547,2024,3N,14.0,Feminino,7.917,6.467236467333334,8.13,6.666666666666667,6.335,5.0,9.5,6.0,4.5,7.5,1
RA-1548,2024,3N,13.0,Feminino,8.334,5.2421652420000004,7.51,4.833333333333333,5.665,10.0,9.0,4.5,1.0,7.5,0
RA-304,2024,3N,16.0,Masculino,10.002,7.826890756333333,7.51,7.166666666666667,5.825,2.5,9.0,5.5,7.0,6.875,1
RA-1549,2024,3N,15.0,Masculino,9.585,7.441394335666668,7.51,4.166666666666667,6.325,5.0,5.5,3.0,4.0,7.1875,1
RA-632,2024,3P,12.0,Feminino,7.917,8.999164578333334,6.875,4.166666666666667,7.875,10.0,0.0,6.0,6.5,8.28125,0
RA-633,2024,3P,13.0,Feminino,4.584,4.707017544,2.51,3.3333333333333335,6.1175,10.0,4.0,6.0,0.0,6.875,0
RA-1137,2024,3P,11.0,Feminino,8.334,7.588638262333333,8.13,3.5,7.4575,10.0,1.0,4.5,5.0,8.28125,0
RA-646,2024,3P,14.0,Masculino,10.002,9.266666666666667,7.51,6.166666666666667,7.7475,5.0,9.0,4.5,5.0,8.28125,1
RA-1550,2024,3P,15.0,Masculino,9.585,5.222222222,7.51,4.333333333333333,6.2025,5.0,5.0,3.0,5.0,7.03125,1
RA-1139,2024,3P,12.0,Masculino,8.334,6.152715121333333,7.51,4.666666666666667,7.04,10.0,5.0,3.0,6.0,7.5,0
RA-444,2024,3P,14.0,Masculino,8.334,6.377276524666667,2.51,3.6666666666666665,5.96,5.0,2.0,5.0,4.0,6.25,1
RA-445,2024,3P,14.0,Masculino,7.917,8.715873016,7.51,4.0,7.3725,10.0,3.0,6.0,3.0,7.8125,0
RA-639,2024,3P,12.0,Feminino,7.917,5.278195488666667,2.51,3.8333333333333335,6.1625,10.0,1.0,4.5,6.0,6.71875,0
RA-1142,2024,3P,12.0,Feminino,8.334,9.133333333333333,7.51,8.5,7.335,10.0,10.0,8.0,7.5,8.125,0
RA-1551,2024,3P,15.0,Masculino,9.585,4.7710437709999995,7.51,3.5,6.79,5.0,1.0,5.5,4.0,7.5,1
RA-458,2024,3P,15.0,Masculino,8.751,3.7396825396666666,6.88,4.0,6.83,5.0,3.0,4.0,5.0,7.03125,1
RA-1552,2024,3P,13.0,Masculino,9.585,9.743589743666666,7.51,3.1666666666666665,7.165,10.0,1.0,4.5,4.0,7.1875,0
RA-1170,2024,3P,15.0,Masculino,9.168,5.565079365,8.13,3.5,6.7475,5.0,1.0,2.5,7.0,7.03125,1
RA-642,2024,3P,12.0,Feminino,9.585,9.149206349333333,3.76,4.0,6.9975,10.0,2.0,5.0,5.0,7.1875,0
RA-1553,2024,3R,13.0,Masculino,8.334,9.003921568666668,7.51,4.333333333333333,7.78,10.0,6.0,5.0,2.0,8.333333333,0
RA-1554,2024,3R,15.0,Masculino,6.666,9.629629629666667,8.76,4.0,7.22,5.0,3.0,,5.0,7.291666667,1
RA-649,2024,3R,14.0,Feminino,8.751,6.004481792666667,8.76,3.6666666666666665,7.333333333,10.0,5.5,4.0,1.5,8.333333333,0
RA-1136,2024,3R,14.0,Feminino,8.751,4.547899159666667,8.135,1.6666666666666667,6.383333333,5.0,1.0,2.0,2.0,7.5,1
RA-653,2024,3R,13.0,Feminino,8.751,9.537254901999999,8.76,5.166666666666667,7.89,10.0,6.5,4.5,4.5,8.333333333,0
RA-456,2024,3R,13.0,Feminino,7.083,9.382456140333334,7.51,6.5,8.893333333,10.0,9.0,6.0,4.5,9.166666667,0
RA-655,2024,3R,14.0,Feminino,7.501,10.0,8.76,6.833333333333333,7.166666667,10.0,8.0,4.0,8.5,8.125,0
RA-656,2024,3R,13.0,Feminino,9.168,5.978431372666667,7.51,4.166666666666667,6.106666667,10.0,5.0,3.5,4.0,7.5,0
RA-657,2024,3R,13.0,Feminino,8.751,9.6,6.885,7.5,7.056666667,10.0,8.0,4.5,10.0,8.125,0
RA-1555,2024,3R,13.0,Masculino,8.334,10.0,6.255,3.0,8.056666667,10.0,9.0,0.0,0.0,8.125,0
